review,review_ko,emotion_label,emotion_score,label,sentiment
"I picked up TRAN SCAN from the library and brought it home. We have considered taking a trip out east and thought it would give us a feel of what it was like. The film was a total waste of time, if I went out to buy it I would call it TRAN SCAM when I saw that it costs $49.  The DVD ran for 8 minutes and showed a roller coaster ride across Canada with my stomach feeling ill as they went up and down and around curve with the film at high speed.  There was a lot of footage they probably shot on this and you would think that they could have made a better product. If I would of done this project I would of provided more footage, paused on road signs to let people know where they were and linger in places to view the scenery. To make a film like this it should of been 60 to 90min. Oh yes the case said it was in stereo, the whole film was a hissing sound from sped up car sound, thet could of at least put some music to it.  If you want a good cross Canada film watch The railrodder / National Film Board of Canada starring Buster keaton (the one of the last film he made) in this comical film Buster Keaton gets on to a railway trackspeeder in Nova Scotia and travels to British Columbia",저는 도서관에서 TRAN SCAN을 가져와서 집으로 가져왔습니다. 우리는 동쪽을 여행하는 것을 고려했습니다. 그리고 그것이 우리에게 어떤 느낌을 줄 것이라고 생각했습니다. 영화는 완전히 시간 낭비였습니다. 만약 제가 그것을 구입하기 위해 나가면 나는 그것을 TRAN SCAM라고 불렀습니다. 그것은 49 달러에 달한다는 것을 보았을 때.,annoyance,0.4720229208469391,1,부정 (Negative)
"I usually enjoy films like this. It's shot documentary style, but the acting and writing are just awful. The acting is wooden and stiff and the writing is just so cliché, but not at all in a good way. As of typing this, I'm surprised it's at a 5.2/10 on IMDb. I'm certain that most of these votes must have come from relatives of people in the movie. I suppose if that's the case, you might manage a couple of laughs, as it's always funny seeing your relatives/friends make a movie. Well, in a way, I guess this gives hope to all up and coming writers, directors, actors, etc., 'cause if they can do it, you can do it. Although, maybe you shouldn't.","저는 보통 이런 영화를 좋아합니다. 다큐멘터리 스타일의 촬영이지만, 연기와 글쓰기는 끔찍합니다. 연기하는 것은 나무와 딱딱하고, 글쓰기는 너무 클리셰이지만, 전혀 좋은 방식으로는 아닙니다. 이 글쓰기 때문에, 저는 IMDb에서 5.2/10에 놀랐습니다. 이 투표의 대부분은 영화에 등장하는 사람들의 친척으로부터 왔을 것이라고 확신합니다. 그런 경우, 당신은 몇 가지 웃음을 관리 할 수 있습니다. 당신의 친척/친구들이 영화를 만드는 것을 보는 것이 항상 재미있기 때문입니다.",surprise,0.3408973515033722,1,긍정 (Positive)
"i just watched the movie i was afraid it's gonna disappoint me. i was rather surprised at the end though. The American pie franchise is still in my favorite franchise movies of all times. yes, it won't be true if i say that i enjoyed it as mush as i enjoyed the original ones. beta house along with the previous two pies definitely lost something that the first two pies had.it is not gonna become a classic as the first two already did. but what the hell-it is still funny with a lot of good moments and i think it should be the first movie to pick if you wanna have fun and relax after a hard day at work or school. beta house deserves 6/10 but i gave it 7/10 just for being another slice of PIE.","제가 방금 영화를 봤어요. 제가 실망할까봐 걱정했어요. 하지만 결국 깜짝 놀랐어요. 미국 파이 프랜차이즈는 여전히 모든 시간의 제가 좋아하는 프랜차이즈 영화 중 하나입니다. 네, 그것이 사실이 아닐 겁니다. 제가 오리지널을 즐겼던 것처럼 제가 즐겼다고 한다면요. 베타 하우스는 이전 두 개의 파이와 함께 확실히 첫 두 개의 파이 같은 것을 잃었습니다.",joy,0.40453729033470154,0,긍정 (Positive)
"NO WAY ! I hated Granny. First, she is way too tall -of course she is, it is Tom, whoever's brother, who's playing her- and I hate that thing she does when she brushes her fake silver hair back, but : there are funny parts in this movie. For instance, the fact that every single actor looks V.G. (very German), and also that they think that, even when left alone, they should pretend that that guy (Tom) is their actual 'granny' or something. I specially liked -not- that moment where Charlotte leaves and starts walking to the nearest gas station to ask for some help. She suddenly finds herself in the middle of some woods (where were these before? nobody dares explaining) and turns, turns, turns a-r-oun-d like a ballerina, looking at the stars...and...ignoring the fact that GRANNY'S BEHIND HER, READY TO STRIKE !!! But, anyway, the music wasn't so bad, the haircuts were okay and the ending terribly provocative... Mmmmm... wish I had the German version.","저는 할머니를 싫어했습니다. 첫째, 그녀는 너무 키가 높습니다. 물론요. 그녀가 연기하는 것은 톰입니다. 그녀가 가짜 은 머리카락을 닦을 때 하는 일을 싫어합니다. 하지만: 이 영화에는 재미있는 부분들이 있습니다. 예를 들어, 모든 배우들이 V.G. (매우 독일어) 를 닮았다는 사실, 그리고 그들이 혼자있을 때에도, 그 남자가 (톰) 그들의 실제 ' 할머니'가 될 것처럼 행동해야 한다고 생각한다는 사실. 나는 특히 - 샤롯데가 떠나고 시작하는 순간이 아니라 -",annoyance,0.3378499746322632,1,부정 (Negative)
"This is an incredible piece of drama and powerful which hits you. I found the film was great and getting to grips with the two main characters disability, this was represented in a great performance by both two Michael and Rory. Whether the story is based around a true story I feel the story was trying to giving the audience a message that as a whole the general public should respect and feel for the needs of disabled people and that they should be given the same chance as any other human. On the whole this film reach into my soul and I too felt touched by the actors and the director sending out there creativity. The whole picture is that some actors take it beyond their character the play and only show part of the character that is believable to the audience, but I feel that theses two certainly made great use as their gifted talent to portray a masterpiece piece of drama. Certainly one not to be missed!",이 작품은 놀라운 드라마 작품입니다. 저는 영화가 훌륭하고 두 주인공의 장애를 다루고 있다는 것을 보았습니다. 이것은 마이클과 로리 두 사람이 훌륭한 공연으로 표현했습니다. 이 이야기는 진실한 이야기를 기반으로 한 것인지 여부에 관계없이 저는 이 이야기는 전체적으로 일반 대중이 장애인의 필요를 존중하고 느끼고 다른 인간과 같은 기회를 제공해야 한다는 메시지를 시청자들에게 전달하려고 노력했다고 생각합니다.,admiration,0.9433581829071045,0,긍정 (Positive)
"Being an Israeli Jew of naturally sarcastic nature as well as a lover of different and independent cinema, it always gives me pleasure to see a film that takes a view on the holocaust that's sensitive and respectful while also being original and unusual. While I haven't read the book  or, for that matter, heard of its existence prior to watching the film  and therefore cannot, like some other reviewers, comment on how they stack up in comparison, Everything Is Illuminated gave me great pleasure, and I can certainly comment on that.  To label Everything Is Illuminated a holocaust film would be to do it great injustice, even though it is undeniably about the holocaust. So would labeling it as a comedy or a travel film, although it's about a journey and is as exceptionally funny as it is moving. Everything Is Illuminated is about Jonathan Safran Foer  played to minimalist perfection by Elijah Wood, in the most impressive dramatic performance I've seen him in yet, with a poker face that shows nothing and reveals all  a young American Jew, and an obsessive collector of family heirlooms and historical artifacts, who travels to the Ukraine on a journey to find the woman who saved his grandfather from the Nazis. It's also about Alex, his tour guide through the Ukraine, and Alex's grandfather. What's fascinating about these characters is that in the beginning of the film they look like comic relief to balance out the melancholy nature of Wood's character; but both Alex and his grandfather go through fascinating changes throughout the film, and turn out to be at least as important as Jonathan. In fact, Boris Leskin's as the grumpy, self-declared blind grandfather turns out to be the finest dramatic performance in the film.  Aside from the surreal nature of the film and the characters, the beautiful mix of original acoustic music and Russian folk music, the sensitive cinematography and the chilling contrast between the beauty of the landscapes and the horrors of history, what made Everything Is Illuminated a powerful and moving experience for me was the fact that from Alex and his grandfather we get a very different and original viewpoint on this painful subject; several excellent films, such as The Grey Zone and Downfall, have already given us the point of view of the lower-rank Nazis who are presented as human beings who aren't necessarily fully aware of the moral implications of their actions but are caught up in the reality of the war. Everything Is Illuminated presents a point of view rarely treated before: Alex's point of view is that of a young man who was born many years after the war, who sees it as hardly more than cold historical fact, who finds himself having to face up to the horrors his own people  and maybe his own family as well  were capable of. The change in Alex's attitude  and his grandfather's  towards Jonathan, towards the Holocaust, and towards the Jewish people in general, makes the film a fascinating and original study in character development.  Everything Is Illuminated is a terrific directorial debut for actor Liev Schreiber, and one of the most original and unique films of 2005. It's a highly recommended viewing experience, especially or anyone interested in the holocaust and World War II.","자연스레 사르카스틱한 성격의 이스라엘 유대인이자 다른 독립적인 영화의 애호가이기 때문에 항상 감수적이고 존경하는 홀로코스트에 대한 관점을 가진 영화를 보는 것이 즐거워요. 동시에 독창적이고 특이한 것입니다. 책을 읽지 않았거나, 영화를 보기 전에 그 존재에 대해 들어본 적이 없거나, 따라서 다른 평론가들처럼 비교가 어떻게 쌓여 있는지에 대해 언급할 수 없습니다. 모든 것이 빛나는 것은 저에게 큰 즐거움을 주었습니다.",joy,0.6727588772773743,0,긍정 (Positive)
"The film starts in the Long Island Kennel Club where is murdered a dog,later is appeared dead as a case of committing suicide a collector millionaire called Arched,but sleuth debonair Philo Vance(William Powell)to be aware of actually killing.There are many suspects : the secretary(Ralph Morgan),the butler,the Chinese cooker,the contender(Paul Cavanagh) in kennel championship for revenge killing dog ,the nephew(Mary Astor) facing off her tyrant uncle,the Italian man(Jack La Rue),the brother,the attractive neighbour..Stylish Vance tries to find out who murdered tycoon,appearing many clues ,as a book titled:Unsolved murders. The police Inspector(Eugene Palette)and a coroner are helped by Vance to investigate the mysterious death.The sympathetic forensic medic examines boring the continuous body-count .Who's the killer?.The public enjoys immensely about guess the murder.   The picture is an interesting and deliberate whodunit,it's a laborious and intriguing suspense tale.The personages are similar to Agatha Christie stories, all they are various suspects.They are developed on a whole gallery of familiar actors well characterized from the period represented by a glittering casting to choose from their acting range from great to worst. Powell is in his habitual elegant and smart form as Philo.He's protagonist of two famed detectives cinema,this one, and elegant Nick Charles along with Nora(Mirna Loy)make the greatest marriage detectives. Special mention to Mary Astor as the niece enamored of suspect Sir Thomas,she was a noted actress of noir cinema(Maltese falcon). The movie is magnificently directed by Hollywood classic director Michael Curtiz.He directs utilizing modern techniques as the image of dead through a lock-door,a split image while are speaking for phone and curtain-image.The tale is remade as ¨Calling Philo Vance¨(1940).The film is a good production Warner Bros, by Vitagraph Corp.","영화는 롱 아이랜드 켄럴 클럽에서 개가 살해당하고, 나중에 아케드라는 수집가 백만장자가 자살 사건으로 사망한 것으로 나타납니다. 그러나 텔리벳 델보나이어 필로 밴스 (William Powell) 는 실제로 살해에 대해 알고 있습니다. 많은 용의자가 있습니다: 비서 (Ralph Morgan), 대장 (Butler), 중국 요리사 (Chinese cook), 경쟁자 (Paul Cavanagh) 는 복수 살인 개 챔피언십에서, 조카 (Mary Astor) 는 독재적인 삼촌, 이탈리아인 (Jack La Rue), 형제 (Paul Cavanagh) 와 마주하고 매력적인 N",neutral,0.94112628698349,0,중립 (Neutral)
"Perhaps one of the first slasher film that came out after Halloween (Although made from Irwin Yabalans from Halloween), I must say I honestly found 'Tourist Trap' to be scarier and funner. 'Tourist Trap' is one of those remarkable treats you find every now and then, and are left with the most enjoyable feeling of surprise. It was destiny I tell you, but one night I was at my local Blockbuster (One or Two months before it went out of business), and had nothing to get. Then I stumble upon this movie, I think huh seems like a laughable B-Movie, I rent it and took it home, boy was I in for a good scare. 'Tourist Trap' comes off as a bad movie, it definitely has it's cheesy moments,but in the end you're having to much fun with it to really care.  The things that impressed me the absolute most, and the things that made this movie one of the scariest ones I've seen, is number one the setting. A horror movie without a good setting isn't very fun, not here. I just love love love the location, it feels like we can relate to it, it almost feels like we've been there before. Which makes it creepier. Next is the characters, non of them are really stereotypical, and they all have a real personality. For example they're not stoners, alcoholics, or even Sex obsessed people, they feel like normal young adults. Plus they look realistic enough, and then their is Chuck Connors. Who gives a great performance as Mr. Slausen who we all take an instant liking too because again he's so real, he feels like that nice guy grandfatherly figure we adore. The last, and probably most important thing that makes this movie scary is how they make us (the audience) jump half way out of our seats, and turn on the rights, for the right reasons. For example most of the time in horror films we mainly just jump because of a sudden change in the music pitch, but in 'Tourist Trap' prepare yourself, that's not the case. With it's perfect use of lighting, mannequins, and weirdness you feel utterly creeped out. Plus I love because although they may go a bit over-the-top with some things you still feel like this could happen. Which is exactly what a horror movie who takes such a ridicules premise should do, and that is make us (the audience) feel unsafe and terrified.  Overall as far as any major problems go, I have none, only that it's weirdness may get a little too weird at times. However in the end 'Tourist Trap' holds a place near and dear to my heart, for being one of the few horror films to make me turn on the lights and feel unsafe about traveling.","아마 할로윈 이후 나온 첫 번째 슬래저 영화 중 하나 (하루윈 야발란스에서 제작되었음에도 불구하고, 할로윈에서 제작되었음에도 불구하고), 나는 솔직히 '투리스트 트랩'이 더 무서운 것과 재미있게 느껴졌다고 말해야 한다. '투리스트 트랩'은 때때로 발견되는 놀라운 과제 중 하나이며, 가장 즐거운 놀라움의 느낌으로 남는다. 그것은 운명이라고 말하지만, 어느 날 밤 나는 내 지역 블록버스터에 있었다 (이 사업이 종료되기 한 달 또는 두 달 전에), 그리고 아무것도 없었다.",joy,0.5440499186515808,0,긍정 (Positive)
"This production was made in the middle 1980s, and appears to be the first serious attempt to put BLEAK HOUSE on celluloid. No film version of the novel was ever attempted (it is remarkably rich in subplots that actually serve as counterpoints to each other, so that it would have been very hard to prune it down). The novel was the only attempt by Dickens to make a central narrator (one of two in the work) a woman, Esther Summerson. Esther is raised by her aunt and uncle, who (in typical Dickens style) mistreat her. She is illegitimate, but they won't tell her anything about her parentage. Later we get involved with the gentry, Sir Leicester Dedlock, and his wife. Lady Honoria Deadlock (Dame Diana Rigg) is having an increasingly difficult time regarding her private life and the meddling involvement of the family solicitor Tulkinghorn (Peter Vaughn). We also are involved with the actions of Richard Carstone (Esther's boyfriend) in trying to win a long drawn out estate chancery case, Jarndyce v. Jarndyce, which everyone (even Richard's cousin John Jarndyce - played by Desmond Elliot) warns is not worth the effort.  Dickens had been a law reporter and then a parliamentary reporter before he wrote fiction. Starting with the breach of promise case in PICKWICK PAPERS, Dickens looked closely at the law. Mr. Bumble said it was 'a ass' in OLIVER TWIST and Dickens would consistently support that view. He looks at the slums as breeding grounds for crime in TWIST, that the law barely tries to cure. He attacks the Chancery and outdated estate laws, as well as too powerful solicitors and greedy lawyers (Tulkinghorn, Vholes) in BLEAK HOUSE. In LITTLE DORRIT he attacks the debtors' prisons (he had hit it also in David COPPERFIELD). In OUR MUTUAL FRIEND he looks at testators and wills. In THE MYSTERY OF EDWIN DROOD he apparently was going to go to a murder trial. Dickens was far more critical of legal institutions than most of his contemporaries, including Thackeray.  But the novel also looks at other problems (like charity and religious hypocrisy, the budding Scotland Yard detective force, social snobbery in the industrial revolution). He also uses the novel to satirize various people: Leigh Hunt the writer, Inspector Fields of Scotland Yard, and even the notorious Maria Manning. Most of these points were kept in this fine mini-series version. If it is shown again on a cable station, catch it.","이 작품은 1980년대 중반에 제작되었으며, 셀룰로이드에 BLEAK HOUSE를 넣는 첫 번째 진지한 시도로 보인다. 이 소설의 영화 버전은 시도되지 않았다 (이 소설은 실제로 서로 반점으로 작용하는 하위 줄거리로 매우 풍부하므로 잘라내기가 매우 어려웠을 것이다). 이 소설은 디킨스의 유일한 시도였습니다.",neutral,0.8622043132781982,0,중립 (Neutral)
"I saw this film at school and absolutely loved it. Based on a true story, this is an absolutely splendid masterpiece of a film. Seriously, I couldn't find anything wrong with it. One definite plus is how it was filmed. Set in Morrocco in 1904, the Wind and the Lion is filled with stirring images like the Great Raisuli on horseback especially. The cinematography was faultless, the editing was crisp, the costumes were gorgeous and the scenery was breathtaking. And I have to mention the music from Jerry Goldsmith, it was phenomenal. I have used this phrase a lot recently, but Goldsmith ain't my favourite film composer for nothing. His score here is so rousing and exciting, it shows the man's true musical genius, and this gem of a score should be up there with Goldsmith's best scores with Legend, Rambo:First Blood, Patton and The Secret of NIMH.  The action is exhilarating and the screenplay is intelligent and sophisticated. The direction is sensitively handled too. The performances were astounding as well, with Sean Connery, ever the picture of charisma and suavity, magnificent as the Great Raisuli, he almost dominates the entire picture on his own. He is joined by a feisty Candice Bergen, a wily John Huston and a captivating Brian Keith in one of his more understated performances. The history is fairly accurate, perhaps flimsy in some areas, but with the acting, music and visuals so good I am past caring. 10/10 Bethany Cox","저는 이 영화를 학교에서 봤고 정말 좋아했습니다. 실화를 바탕으로 한 영화의 절대적으로 멋진 걸작입니다. 진지하게, 저는 그 영화에 대해 아무런 잘못을 찾을 수 없었습니다. 한 가지 확실한 장점은 그것이 어떻게 촬영되었는지입니다. 1904년 모로코에서 벌어지는 바람과 사자는 특히 말 달고 있는 위대한 라시우리처럼 감동적인 이미지로 가득합니다. 촬영은 결함이 없었고, 편집이 맑았고, 의복이 훌륭했고, 풍경은 숨쉬는 것이었습니다. 그리고 제리 골드스만의 음악을 언급해야 합니다.",admiration,0.9327255487442017,0,긍정 (Positive)
"I just saw this movie and all I can say is, where are the drive in's these days. This seems like it would have been a great 2nd feature at a drive in in 1977 (maybe playing with one of those Joan Collins movies), but it's only worth watching now if you're feeling nostalgic for the 70's. Silly plot that is full of holes, but it does remind one of the era it was made in. Interesting to see Melanie Griffith so young and Anne Lockhart is quite attractive, though not much of an actress. In fact, there is not much acting going on in this movie at all. It's sort of a Dukes of Hazzard adventure without a twang or a 1969 Dodge charger jumping over stuff in the Woods. But there is a Mecrury Comet jumping over a garbage dump in this one!","제가 방금 이 영화를 봤습니다. 제가 말할 수 있는 것은 요즘 드라이브가 어디에 있는지입니다. 이것은 1977년 드라이브에서 훌륭한 2번째 기능이었을 것 같습니다. (아마도 그 조안 콜린스 영화 중 하나와 함께 놀았을 수도 있습니다), 하지만 지금 볼 가치가 있는 것은 70년대에 대한 향수를 느끼는 경우에만입니다. 구멍이 가득한 바보 같은 줄거리가 있지만, 그것이 만들어졌던 시대를 상기시킵니다. 멜라니 그리피스를 너무 젊고 앤 로크하르트가 꽤 매력적이지만 배우가 많지 않은 것을 보는 것이 흥미롭습니다. 사실,",admiration,0.49879246950149536,1,긍정 (Positive)
"My Mother Frank begins as a warm, amiable comedy about a middle-aged Catholic woman (Frank, short for Francis, played by Sinead Cusack) who shakes herself out of the doldrums by enrolling as a student in her son's university. Most of her friends and family are horrified, not least her son (Matthew Newton), who is busy falling in love with his best mate's girlfriend (Rose Byrne). Meanwhile Frank has raised the ire of her disapproving English tutor (Sam Neill).  Matthew Newton is utterly disarming as David; relaxed and natural in the role, even when the character's uptight. He generates valuable goodwill, steering the audience through some of the film's more awkward, broad comedy moments. Not long after the half-way point, first-time writer-director Mark Lamprell expertly steers his film into darker emotional territory and gives Cusack a real chance to shine.  The supporting cast is full of familiar and welcome faces (Lynette Curran, Sacha Horler, Nicholas Bishop) and all the principals (including a more animated than usual Sam Neill) are excellent. While it meanders a little towards the end, My Mother Frank delivers more than it promises and is a genuine Australian crowd-pleaser.","나의 어머니 프랭크는 중년의 가톨릭 여성 (프랭크, 프랜시스, 줄여서 시네드 쿠사크가 연기한다) 에 대한 따뜻하고 사랑스러운 코미디로 시작됩니다. 그녀의 아들 대학에 학생으로 등록함으로써 자신을 흔들고 있습니다. 그녀의 친구와 가족 대부분은 공포에 떨고 있습니다. 특히 그녀의 아들이 (마튜 뉴턴), 그의 최고의 친구의 여자친구 (로즈 바이른) 에 사랑에 빠지는 바쁘다. 한편 프랭크는 그녀의 disapproving 영어 교사 (삼 네일) 의 분노를 일으켰습니다. 매튜 뉴턴은 데이비드로 완전히 무장합니다.",neutral,0.5217810869216919,0,중립 (Neutral)
"gone in 60 seconds is a very good action comedy film that made over $100 million but got blasted by most critics. I personally thought this was a great film. The story was believable and has probobly the greatest cast ever for this type of movie including 3 academy award winners nicolas cage, robert duvall and the very hot anjolina jolie. other than the lame stunt at the end this is a perfect blend of action comedy and drama. my score is **** (out of ****)","60초 안에 사라진다는 것은 아주 좋은 액션 코미디 영화입니다. 100만 달러가 넘는 수익을 얻었지만 대부분의 평론가들에 의해 비난받았습니다. 개인적으로 이것은 훌륭한 영화라고 생각했습니다. 이야기는 믿을 수 있었고 아마도 3 명의 아카데미상 수상자 니콜라스 케이지, 로버트 더발 및 매우 뜨거운 안젤리나 졸리 등이 포함된 이 유형의 영화에 대한 최고의 캐스팅을 가지고 있습니다. 끝에서 한 스턴트를 제외하고 이것은 액션 코미디와 드라마의 완벽한 혼합입니다. 내 점수는 **** (**********************************************************************************************************************************************************",admiration,0.8369548916816711,0,긍정 (Positive)
"This is an amateur movie shot on video, not an 'electrifying drama' as the DVD liner notes falsely boast. I have seen much better stuff from undergrad film students. The bulk of the story unfolds with an all-nite taxi ride around Jakarta. This movie could have been made using a single video camera, but there are a few sections where two cameras were used and the content was bounced together later. The editing is extremely rough. The final edit was probably done with two cameras, bouncing content back and forth, instead of with a proper editor. Perhaps they did the editing in the taxi too? The English subtitles were written by someone not fluent in English, e.g., 'Where you go now?' To say the production quality is on a par with Blair Witch is generous. If you're not scared away yet, this film was an ambitious and creative endeavor, with lots of cool and funky images from all over Jakarta.","이 영화는 아마추어 영화입니다. 비디오에서 촬영된 영화입니다. DVD 라이너 메모가 거짓으로 자랑하는 것처럼 '전기화 드라마'가 아닙니다. 저는 학부생 영화 학생들로부터 훨씬 더 나은 것들을 보았습니다. 이야기의 대부분은 자카르타를 둘러싼 다체 택시 여행으로 전개됩니다. 이 영화는 단일 비디오 카메라를 사용하여 제작되었을 수 있지만, 몇 섹션이 있습니다. 두 카메라를 사용하여 콘텐츠가 나중에 함께 반사되었습니다. 편집은 매우 무겁습니다. 최종 편집은 아마도 두 카메라로 이루어졌습니다.",neutral,0.6612983345985413,1,중립 (Neutral)
"This movie is amazing because the fact that the real people portray themselves and their real life experience and do such a good job it's like they're almost living the past over again. Jia Hongsheng plays himself an actor who quit everything except music and drugs struggling with depression and searching for the meaning of life while being angry at everyone especially the people who care for him most. There's moments in the movie that will make you wanna cry because the family especially the father did such a good job. However, this movie is not for everyone. Many people who suffer from depression will understand Hongsheng's problem and why he does the things he does for example keep himself shut in a dark room or go for walks or bike rides by himself. Others might see the movie as boring because it's just so real that its almost like a documentary. Overall this movie is great and Hongsheng deserved an Oscar for this movie so did his Dad.","이 영화는 놀랍습니다. 왜냐하면 실제 사람들이 자신을 묘사하고 그들의 실제 삶의 경험과 그렇게 좋은 일을 하는 것은 마치 그들이 거의 과거를 다시 살아가고 있는 것 같습니다. जिया sheng은 음악과 마약을 제외한 모든 것을 포기한 배우로 자신을 연기합니다. 우울증과 삶의 의미를 찾기 위해 싸우고 있습니다. 모든 사람에게 특히 그를 가장 돌보는 사람들에게 화가 나 있습니다. 영화 속에는 당신이 울고 싶어 할 순간이 있습니다. 왜냐하면 가족, 특히 아버지는 성공했습니다.",admiration,0.8431937098503113,0,긍정 (Positive)
"As a massive fan of the three TV series, I was very interested to learn that LoG were moving onto the big screen. In my more honest moments though, I had my doubts about the likely success of the concept, and whether the writers would be able to sustain the high level of wit, comedy and horror that infuse the original series.  Unfortunately my fears were not unfounded, and the film was a huge disappointment. I struggle to understand the other comments on this site. Obviously people are entitled to their opinions, but the guys I watched it with, all agree with me, and they are just as big fans as I am.  The acting lacked conviction, but they are so good that even when not at their best, they are still highly watchable. The main problem was the plot - and the script. There were a few laughs, but not enough, a few moments of disgust, but not enough. Worst of all was the feeling of emptiness after walking out of the cinema. So rarely have I felt so utterly uninspired by a film and so unmotivated to discuss it with others.  I write this comment as a warning to other League fans - get a wide range of opinion on this film before going to see it. If you love League, you might be able to convince yourself that they didn't totally mess up their move to cinema. If you can't convince yourself of this, then you will have tarnished in your mind the otherwise spotless genius that exemplifies the TV series.  LoG at the cinema? More like log. (or little brown fish).","세 개의 TV 시리즈의 거대한 팬으로서, 저는 LoG가 큰 화면에 진출하고 있다는 것을 알고 매우 흥미를 느꼈습니다. 그러나 더 솔직한 순간, 저는 개념의 성공에 대한 의심이 많았습니다. 그리고 작가들이 원래 시리즈에 내포하는 높은 수준의 지성과 코미디와 공포를 유지할 수 있는지 여부에 대해 의심했습니다. 불행히도 내 두려움은 근거가 없었고, 영화는 엄청난 실망이었습니다. 이 사이트의 다른 댓글을 이해하기 위해 노력합니다. 분명히 사람들은 자신의 오피를받을 권리가 있습니다.",disappointment,0.8343991041183472,1,부정 (Negative)
"I recently stumbled across a TV showing of 'Passion....' (having missed the opening scenes). Ms Currier in to be praised for having the vision and courage to bring such a strange de Balzac tale to the screen. I am grateful to the entire cast and crew for their parts in producing such a thoroughly fine motion picture. It must have been arduous shooting so many scenes in the desert. And I cannot comprehend how her trainer coaxed such a fine 'performance' from the leopard, Simoon. (This adverture calls to mind another suspenseful adventure, 'Naked Prey'). Why isn't this film more well-known?. Hope I can find it on video.",최근 저는 '패션...'의 TV 쇼를 만났습니다. (개막 장면을 놓친 후) 커리어 씨는 드 발자크의 이상한 이야기를 스크린에 내보낼 수 있는 비전과 용기를 가지고 있다는 것에 대해 칭찬을 받았습니다. 저는 전체 캐스트와 제작진에게 이렇게 완벽하게 훌륭한 영화 제작에 기여한 것에 감사드린다. 사막에서 이렇게 많은 장면을 촬영하는 것은 힘든 일이어야합니다. 그리고 그녀의 트레이너가 어떻게 침팬지 시몬에게 이렇게 훌륭한 '연수를' 설득했는지 이해할 수 없습니다.,admiration,0.7431700229644775,0,긍정 (Positive)
"I suspect this board will soon be full of comments from over-emotional people praising 'Dear John' as a 'pearl' and a 'rollercoaster ride' and all the other vacuous words this film's target audience typically employs.  I am most definitely not this film's target audience, but I do not dislike romantic dramas either, as long as they are well made, so here is my objective take on the flick.  It is not good.  It's not a bad movie either. But the plot meanders, development stagnates where it should've been moving forward (right around the middle, to be precise), and as for the ending...it almost felt as if they had run out of ideas so they suddenly said, 'Hey, let's just film a last scene real quick, put some sentimental string soundtrack over it, and end it that way.' Even Amanda Seyfried's beauty could not save this. Channing Tatum too gave a good performance, but you can only do so much with a flawed script.  Speaking of the music, it is unbearably predictably and kitchy. From the smokey voiced, irritatingly high-pitched female folk singer schtick (surely chosen to appeal to the majority of college-age girls that will go see this movie) to the overused 'shimmering strings and piano' combo, it only annoys anyone paying more attention to the film as a whole rather than to his own 'feelings.' The film has a good beginning and the major conflict that launches us into the second act were all promising. So was part of the second act itself, as the story unfolded. Then the film just dropped the ball. Beyond that, I'd have to give spoilers.  'Dear John' is not a bad movie, but it doesn't work as it should either. If you want to see a truly moving film about prolonged love waiting to be reunited, go watch 'Notebook,' which was truly superb.",나는 이 게시판이 곧 너무 감정적인 사람들의 댓글로 가득 차있을 것이라고 의심합니다. '디어 존'을 '마자'와 '롤러코스터 라이드'로 칭송하고 이 영화의 목표 관객이 일반적으로 사용하는 다른 공허한 단어들. 나는 확실히 이 영화의 목표 관객이 아닙니다. 그러나 나는 로맨틱 드라마도 싫어하지 않습니다.,disapproval,0.7747751474380493,1,부정 (Negative)
"I love this movie, one of my all time favorites. Ann Blythe as Sally O'Moyne is sweet and trouble-free. She believes that praying to Saint Anne will solve all her and her friends troubles. The sub-plot of the dastardly bad man to get her father's property is funny and clever. Her brothers are what kind of brothers any girl would love to have. Also, look for 'Aunt Bee' as her mother, a strong Irish woman who won't leave her house that she brought her family up in. They don't make them like this anymore, that's for sure.","저는 이 영화를 사랑합니다. 이 영화는 제가 가장 좋아하는 영화 중 하나입니다. 앤 블리스 (Anne Blythe) 는 살리 오'모인 역으로 달콤하고 문제 없는 사람입니다. 그녀는 세인트 앤에게 기도하는 것이 그녀와 그녀의 친구들의 모든 문제를 해결할 것이라고 믿습니다. 그녀의 아버지의 재산을 얻기 위해 악당한 나쁜 사람의 하위 음모는 재미있고 똑똑합니다. 그녀의 형제는 모든 소녀가 원하는 형제입니다. 또한, 그녀의 어머니로서 '어머니 꿀벌'을 찾으십시오. 그녀는 그녀의 가족을 키운 집을 떠나지 않는 강한 아일랜드 여성입니다. 그들은 더 이상 그들을 이렇게 만들지 않습니다.",admiration,0.5439578294754028,0,긍정 (Positive)
